Mri ID,Song Title,Publisher(s),Composer(s),US Share,Revised Share,Not Our Song,Last Updated
878897789,EL CALENTANO,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
899644146,EL CESAR PILOTO,MELODIES OF AFINARTE,"FELIX, LUIS ENRIQUE",100.00%,,false,
891361540,EL AMIGO DE LA LIMA,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
905380513,UN RELATO,MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
901660174,VETE MUCHO A LA CHINGADA,SONGS OF AFINARTE,"AMARO PEREZ, VICTOR EDUARDO",100.00%,,false,
901463827,"GORDO, EL",MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
891410455,SIGO SIENDO YO,MELODIES OF AFINARTE,"RIOS ECHEVERRIA, ADRIANA ISABEL",100.00%,,false,
891303140,PILOTO TIJERAS,MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
891360738,RADICANDO POR CHICAGO,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
877102459,AURELIO SANCHEZ QUINTERO,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
878405701,"JAVI, EL",MELODIES OF AFINARTE,"RODRIGUEZ MONDRAGON, ANGEL ALEXIS",100.00%,,false,
901659846,LA PROPINA,SONGS OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
891355064,PIÑAS DE HAWAII,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
884474117,TIROS Y FLORES,SONGS OF AFINARTE,KANALES,100.00%,,false,
891416150,TIEMPO DE CELEBRAR,MUSIC OF AFINARTE,"SALAZAR ASTORGA, RUBEN",100.00%,,false,
877086687,EL RAYO,SONGS OF AFINARTE,"COTA, RAMIREZ JESUS LENIN",100.00%,,false,
901349775,JUANITO MUJERES,MELODIES OF AFINARTE,"GARCIA, ALEXANDER/QUEZADA MANCHA, ALFONSO DE JESUS/QUEZADA MANCHA, IMANOL",100.00%,,false,
884725602,AMADO FUE AMADO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891303122,BAJO UN CHALATE,MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
886390154,DE MI VIEJO,MELODIES OF AFINARTE,"DIAZ DE LEON HUEZ, OSCAR ARMANDO",100.00%,,false,
888614538,EN UNA RAMADA,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
897293183,MAURICIO JR,MELODIES OF AFINARTE,"LEON MEZA, SERGIO BLADIMIR",100.00%,,false,
901376155,"LUZ, LA",MELODIES OF AFINARTE,"ARREDONDO ZAMORA, DE JESUS ELEAZAR/OTERO APONTE, ALEXANDER",100.00%,,false,
901463829,"JEFE BARRERA, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
886291532,EL CENTENARIO/MI 45,MELODIES OF AFINARTE,,100.00%,,false,
886290140,"CONSENTIDO, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
901344971,"PIRO, EL",MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
897293174,"3 DE LOS AVENDANO, EL",MELODIES OF AFINARTE,"LEON MEZA, SERGIO BLADIMIR",100.00%,,false,
886290217,"BORRACHERA, LA",MELODIES OF AFINARTE,"AVITA AUDELO, JULIO CESAR/UNKNOWN",100.00%,,false,
887302982,ESCAPULARIO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
909556267,TIKTOK TIKTOK,SONGS OF AFINARTE,"MURILLO ZAZUETA, MIGUEL GUADALUPE",100.00%,,false,
886299249,"PASTOR, EL",MELODIES OF AFINARTE,"LIMON, PERLA ELENES",100.00%,,false,
891361026,EL CORRIDO DEL NANO (EN VIVO),MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
884474063,"PUA DE LOS ALAMBRES, LA",SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
885245554,"PATA SECA, EL",MELODIES OF AFINARTE,"AVITA AUDELO, JULIO CESAR",100.00%,,false,
891360732,EL POLLO,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
878230526,LOS ELOTES,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891416148,SI YA NO ME QUIERES,MUSIC OF AFINARTE,"TARAZON, JESUS OMAR",100.00%,,false,
901660160,EL PARRANDERO,MELODIES OF AFINARTE,"ZAPATA, ORLANDO/ZAPATA, ROLANDO",100.00%,,false,
897293372,"CORRIDO DEL 20, EL",MELODIES OF AFINARTE,"ORDONEZ MONTENEGRO, JESUS ALBERT",100.00%,,false,
886299286,"CALLADO, EL",MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
897293365,CÓMO LE HAGO?,MELODIES OF AFINARTE / MUSIC OF AFINARTE / SONGS OF AFINARTE,"ARREDONDO ZAMORA, DE JESUS ELEAZAR/CORONADO, ROMAN/DAVILA, ISIDRO/FELIX, LUIS ENRIQUE/GUZMAN SANCHEZ, JUAN LUIS/LOPEZ, MACIAS RIGO ELEAZAR/OLEA MONTES, NESTOR ADALID/OLEA-MENESSES, NESTOR SAID/ORDONEZ MONTENEGRO, JESUS ALBERT/SAUCEDA GASTELUM, ANGEL RENE/ZAPATA, ORLANDO",100.00%,,false,
886546154,EL CIRCO,MELODIES OF AFINARTE / MUSIC OF AFINARTE,"GARCIA, ALEXANDER/GURROLA MARTINES, EDUARDO",100.00%,,false,
891361024,ATENTAMENTE ZAMBADA (TAURO VETERANO),MELODIES OF AFINARTE / SONGS OF AFINARTE,"GARCIA, ALEXANDER/QUEZADA MANCHA, IMANOL",100.00%,,false,
901463866,MENDIGOS BORRACHOS,SONGS OF AFINARTE,"SOLANO, JOSE",100.00%,,false,
892366562,"REY DEL MUNDO, EL",MELODIES OF AFINARTE,"MUNOZ CANTU, RODOLFO EDEN/UNKNOWN",50.00%,,false,
891360745,EL GABITO,MELODIES OF AFINARTE,"AVITA AUDELO, JULIO CESAR",100.00%,,false,
901376250,EL MALO HOY SERE,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
897302435,UN BUEN GALLO,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
882203195,LOS CABALLEROS,MELODIES OF AFINARTE,"GARCIA, ALEXANDER/LIMON, PERLA ELENES",100.00%,,false,
891355081,LAS CAPITANAS,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
886289791,PRESUMIENDO NUEVO AMOR,MELODIES OF AFINARTE,"ALVAREZ, ANTONIO",100.00%,,false,
901376256,MIS RAÍCES,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
891360731,EL GALLO POBRE,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
886547176,"VIEJA ESCUELA, LA",MUSIC OF AFINARTE,"GURROLA MARTINES, EDUARDO",100.00%,,false,
897293180,"CUMBIA DEL TINIO, LA",MELODIES OF AFINARTE,"LEON MEZA, SERGIO BLADIMIR",100.00%,,false,
885299805,"AHUATITO, EL",MELODIES OF AFINARTE,"DIAZ DE LEON HUEZ, OSCAR ARMANDO",100.00%,,false,
901344975,PEPE EL PERSONAJE,MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
891304374,AL ESTILO RANCHERON,SONGS OF AFINARTE,"QUEZADA MANCHA, IMANOL",100.00%,,false,
901463867,MI IDOLATRIA,MELODIES OF AFINARTE,"RODRIGUEZ, FRANCISCO JAVIER BARRAZA",100.00%,,false,
901390316,YO SOY EL MANDO 18,SONGS OF AFINARTE,"COBIAN CARO, RAFAEL",100.00%,,false,
896935681,SIGO SIENDO EL MAGO,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
891361543,SE ABRIO LA PUERTA,MELODIES OF AFINARTE,"BORJA, GERARDO DIAZ",100.00%,,false,
901344970,"MISMO DE LA VEZ PASADAA, EL",MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
885245530,"CORRIDO DEL GUACHO, EL",MELODIES OF AFINARTE,"AVITA AUDELO, JULIO CESAR",100.00%,,false,
901463872,PARA TI SOLO PARA TI,SONGS OF AFINARTE,"LOPEZ VILLA, JESUS ENRIQUE",100.00%,,false,
886290216,"ENVIDIOSO, EL",MELODIES OF AFINARTE,"AVITA AUDELO, JULIO CESAR/UNKNOWN",100.00%,,false,2020-09-01 10:07:01.0
886290009,DOS BANDERAS,MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
901463855,"TOXICA, LA",SONGS OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
891360830,CADENA PERPETUA,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891418056,EL TENDEDERO,MUSIC OF AFINARTE,"AVILEZ, DANILO",100.00%,,false,
901733297,LAS AMISTADES DE HOY,MELODIES OF AFINARTE,"ZAPATA, ORLANDO/ZAPATA, ROLANDO",100.00%,,false,
897302839,LO MEJOR QUE TE HA PASADO,MELODIES OF AFINARTE,"ARREDONDO ZAMORA, DE JESUS ELEAZAR/GONZALEZ LOPEZ, ANGEL ALBERTO",100.00%,,false,
897302429,ME LES PRESENTO,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
901733053,"MISMO TONTO INFIEL, EL",MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
901733054,VIENTO,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
885299812,"SERIO, EL",MELODIES OF AFINARTE,"DIAZ DE LEON HUEZ, OSCAR ARMANDO",100.00%,,false,
891471240,NI TU NI NADIE,SONGS OF AFINARTE,"RAMOS GAXIOLA, JAIRO DE JESUS",100.00%,,false,
891355071,EL COCHINIADO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
901463859,LOS DEL GOLFO,MELODIES OF AFINARTE,"GARCIA, ALEXANDER/LIMON, PERLA ELENES",100.00%,,false,
901463871,OTRA BOTELLA,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
895179677,ARRIBA EL NORTE,MELODIES OF AFINARTE,"ZAPATA, ORLANDO",100.00%,,false,
897293363,ADIOS ADIOS,MELODIES OF AFINARTE / MUSIC OF AFINARTE / SONGS OF AFINARTE,"ARREDONDO ZAMORA, DE JESUS ELEAZAR/CORONADO, ROMAN/DAVILA, ISIDRO/FELIX, LUIS ENRIQUE/GUZMAN SANCHEZ, JUAN LUIS/LOPEZ, MACIAS RIGO ELEAZAR/OLEA MONTES, NESTOR ADALID/OLEA-MENESSES, NESTOR SAID/ORDONEZ MONTENEGRO, JESUS ALBERT/SAUCEDA GASTELUM, ANGEL RENE/ZAPATA, ORLANDO",100.00%,,false,
891303128,EL GRANDE Y EL CHAPARRITO,MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
899598723,SU CLAVE ES EL 09,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
901463837,"TRIPLE 6, EL",MELODIES OF AFINARTE,"LEON MEZA, SERGIO BLADIMIR",100.00%,,false,
886299285,AY MOMENTOS,MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
891303131,EL ROLON,MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
891355074,EN ARMAGEDONES,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
886290012,"SOLDADO, EL",MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
897302430,NO ESTA FACIL,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
901463817,"BARQUITO, EL",SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891416149,TE MARCHASTE,MUSIC OF AFINARTE,"SALAZAR ASTORGA, RUBEN",100.00%,,false,
884672995,EL CHAVA,MELODIES OF AFINARTE,"SOLIS GARCIA, JUAN FRANCISCO",100.00%,,false,
895179630,LAS VIVENCIAS,SONGS OF AFINARTE,"ANGULO PEREZ, JESUS OTONIEL",100.00%,,false,
891410450,DONDE ESTAN?,MELODIES OF AFINARTE,"RIOS ECHEVERRIA, ADRIANA ISABEL",100.00%,,false,
899644169,"CHAPARRITO, EL",MELODIES OF AFINARTE,"ZAPATA, ORLANDO",100.00%,,false,
887303003,GUITARRITA COMPANERA,SONGS OF AFINARTE,KANALES,100.00%,,false,
891303127,EL DE ZITACUARO,MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
886561190,LUPE CAMPOS,MUSIC OF AFINARTE,"GURROLA-MARTINEZ, EDUARDO",100.00%,,false,
886290145,"MS, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
888741794,PALABRA DE HOMBRE,SONGS OF AFINARTE,"HURTADO, SALVADOR",100.00%,,false,
901463814,"2X50, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
885299807,"CONSENTIDO, EL",MELODIES OF AFINARTE,"DIAZ DE LEON HUEZ, OSCAR ARMANDO",100.00%,,false,
896040873,YA NO TE QUIERO,MELODIES OF AFINARTE,"SAUCEDA, ANGEL",100.00%,,false,
897311077,QUÉ TAL SI VOLVEMOS,SONGS OF AFINARTE,"AYALA RODRIGUEZ, HECTOR GIOVANNY/LAU IBARRA, RENE HUMBERTO",100.00%,,false,
901733296,"COMANDANTE CHINO, EL",MELODIES OF AFINARTE,"ZAPATA, ORLANDO/ZAPATA, ROLANDO",100.00%,,false,
901463853,"NOVIA DE CHABELO, LA",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891416747,CORRIDO DE ROBERTILLO FONSECA,MUSIC OF AFINARTE,"LOPEZ, ERIK",100.00%,,false,
891416144,DE TI NO QUIERO NADA,MUSIC OF AFINARTE,"SALAZAR ASTORGA, RUBEN",100.00%,,false,
891303141,SANTIAGO CHAIDEZ,MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
901660170,EL CALAVERAS,MELODIES OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
879578418,EL MAYOR,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
901390315,PROVOCARTE Y CONQUISTARTE,SONGS OF AFINARTE,"COBIAN CARO, RAFAEL",100.00%,,false,
901463882,TU PASADO,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
901733223,"URIEL, EL",SONGS OF AFINARTE,"COBIAN CARO, RAFAEL",100.00%,,false,
885431123,EL CONCHINIADO,SONGS OF AFINARTE,KANALES,100.00%,,false,
891360851,MI PUEBLITO,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
901344972,FUI EL PUNECHE,MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
891360839,EL DETALLITO,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891304382,EL DOCTOR,SONGS OF AFINARTE,"QUEZADA MANCHA, IMANOL",100.00%,,false,
891304387,LOS ALTOS DE LA SIERRA,SONGS OF AFINARTE,"QUEZADA MANCHA, IMANOL",100.00%,,false,
891355082,MI VIDA EN UN CARTUCHO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
878119213,CORRIDO DEL BICHO,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
891410681,EL CHAMACO,MELODIES OF AFINARTE,"HERNANDEZ, MEDINA GULBERTO",100.00%,,false,
901463875,POR ALGUIEN COMO TU,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
891355087,TROPEZON DE UN SAPO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
901463828,"GORDO DUARTE, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
897293367,DEBAJO DE EL 1,MELODIES OF AFINARTE / MUSIC OF AFINARTE / SONGS OF AFINARTE,"ARREDONDO ZAMORA, DE JESUS ELEAZAR/CORONADO, ROMAN/DAVILA, ISIDRO/FELIX, LUIS ENRIQUE/GUZMAN SANCHEZ, JUAN LUIS/LOPEZ, MACIAS RIGO ELEAZAR/OLEA MONTES, NESTOR ADALID/OLEA-MENESSES, NESTOR SAID/ORDONEZ MONTENEGRO, JESUS ALBERT/SAUCEDA GASTELUM, ANGEL RENE/ZAPATA, ORLANDO",100.00%,,false,
891303129,EL JUNIOR DE CULIACAN,MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
905380318,EL PARRANDERO,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
897302552,"IMPOSTOR, EL",SONGS OF AFINARTE,"DAVILA, ISIDRO",100.00%,,false,
901463850,"FRASE DEL AMIGO, LA",MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
891360838,EL DE LA FAMILIA,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891360831,"CHAVA, CHAVITA, SALVADOR",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
890776442,TE VAS A ARREPENTIR,MELODIES OF AFINARTE,"INDA, ALEJANDRO ENRIQUEZ/QUEZADA MANCHA, ALFONSO DE JESUS/QUEZADA MANCHA, IMANOL",33.00%,,false,
901733289,"PARRANDA, LA",SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
901390314,NO QUIERAS VOLVER,SONGS OF AFINARTE,"COBIAN CARO, RAFAEL",100.00%,,false,
899598721,"CAMINOS DEL M, LOS",MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
901659767,EL CONSENTIDO DEL VIEJO,SONGS OF AFINARTE,"RAMIREZ, MALDONADO JUAN",100.00%,,false,
901463857,"LAS ENVIDIAS, LOS CHISMES Y LAS TRAICIONES",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
884473731,BUEN GALLO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
888541409,"CORRIDO DE EL FANTASMA, EL",SONGS OF AFINARTE,"QUEZADA MANCHA, IMANOL/UNKNOWN WRITER",100.00%,,false,
901463803,ARRASTRANDO LAS PATAS,SONGS OF AFINARTE,"AGUILERA, AMADOR/CASTILLO PALMA, JOSE ADRIAN SR",100.00%,,false,
885384464,YA NO SOY GATO AHORA SOY PATRON,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
886299243,IGNACIO LOPEZ,MELODIES OF AFINARTE,"GARCIA, ALEXANDER/LIMON, PERLA ELENES",100.00%,,false,
909556262,CABRON Y MEDIO,SONGS OF AFINARTE,"ECHEVERRIA, ADRIANA ISABEL RIOS",100.00%,,false,
901463831,"MEDICO, EL",MELODIES OF AFINARTE,"ORDONEZ MONTENEGRO, JESUS ALBERT",100.00%,,false,
886299288,"CHIRRION, EL",MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
897302493,"FIFTY, EL",MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
891367490,MI AGONIA,MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
885384456,"SS, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891355072,EL ULTIMO ESCAPE (CHAPO GUZMAN),SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891355061,GUITARRITA COMPAÑERA,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
897302840,SEGUN TU,MELODIES OF AFINARTE,"ARREDONDO ZAMORA, DE JESUS ELEAZAR/GONZALEZ LOPEZ, ANGEL ALBERTO",100.00%,,false,
884725628,MITOTEROS Y METICHES,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
886299313,"TEMPESTADES, LAS",SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891360847,EL SERIO,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891360545,PONGANSE A PENSAR,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
886299296,PORQUE ME ARROJASTE,MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
901463834,"REY ALEXIS, EL",SONGS OF AFINARTE,"DAVILA, ISIDRO",100.00%,,false,
895179713,EL FIN DE SEMANA,SONGS OF AFINARTE,"GARCIA, RODOLFO",100.00%,,false,
891367481,EL SONRIENTE (EN VIVO),MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
891411126,LA POSADA DEL ANO,MELODIES OF AFINARTE,"ALVAREZ, ANTONIO",100.00%,,false,
889299174,EN ESTA VIDA,MELODIES OF AFINARTE,"DIAZ DE LEON HUEZ, OSCAR ARMANDO",100.00%,,false,
886290010,"PENCO (EL CORRIDO DEL PENCO), EL",MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
901660086,PA LOS FALSOS Y CORRIENTES,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
901463876,RANCHERO HASTA LAS CACHAS,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
891304377,EL MASHIN,MELODIES OF AFINARTE / SONGS OF AFINARTE,"QUEZADA MANCHA, IMANOL",100.00%,,false,
891471242,EL CONSENTIDO DE DIOS,MELODIES OF AFINARTE,"CRUZ, VILLA JULIO",100.00%,,false,
901463805,CADENA PERPETUA,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
901463838,"VALIENTE, EL",SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891367480,EL SEÑOR SANCHEZ QUINTERO,MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
891360844,EL MEDICO,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891471241,MI FORTALEZA,MUSIC OF AFINARTE,"AVILEZ, DANILO",100.00%,,false,
901733189,NO ESTARE AQUI,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
878897721,EN EL CAMINO,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
895179705,LAS INCONVENIENCIAS,MELODIES OF AFINARTE,"LIMON, PERLA ELENES",100.00%,,false,
901659671,MARTIN EL CHIQUEADO,MELODIES OF AFINARTE,"BUSTOS HURTADO, ALEMI",100.00%,,false,
886871039,"14 DE ENERO, EL",MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
884663630,CORRIDO DE CHANO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891360730,EL DOBLE R,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
877782303,LOS VALIENTES DE CHACALA,MELODIES OF AFINARTE,"CASTILLO, JOSE BARRAZA",100.00%,,false,
886299291,"TACUACHE, EL",MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
891367476,EL MISMO,MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
885343739,LAS RENCILLAS,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
888539100,CUADRA LOS PARIENTES,MELODIES OF AFINARTE,UNKNOWN WRITER,100.00%,,false,2020-09-01 10:24:39.0
896935684,YA NO SOY EL MISMO,MELODIES OF AFINARTE,"SANCHEZ MEDRANO, JOSE GUADALUPE",100.00%,,false,
901463887,YO SOY DE LA SIERRA,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
895179680,EL SERIECITO DE GUERRERO,MELODIES OF AFINARTE,"ZAPATA, ORLANDO",100.00%,,false,
886390133,HOMBRE DE RANCHO,MELODIES OF AFINARTE,"GURROLA-MARTINEZ, EDUARDO",100.00%,,false,
901733074,"PRIMO, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
891367491,MI CALENDARIO,MUSIC OF AFINARTE,"RAMIREZ, ROBERTO MIRANDA",100.00%,,false,
894515131,ENTIENDO TUS MOTIVOS,MELODIES OF AFINARTE,"GARCIA, ALEXANDER",100.00%,,false,
897302837,"CINICA DE CINICAS, LA",MELODIES OF AFINARTE,"ARREDONDO ZAMORA, DE JESUS ELEAZAR",100.00%,,false,
891355059,EL GLASS (FEAT. MARIO EL CACHORRO DELGADO),SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
891360843,EL MAS GRANDE DE GUERRERO,MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
877444601,PROCAMPO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
886290202,"PUNKER, EL",MELODIES OF AFINARTE,"AVITA AUDELO, JULIO CESAR",100.00%,,false,
901463879,SOY CUKIN,SONGS OF AFINARTE,"GARCIA, NICOLAS",100.00%,,false,
891471238,EL ÁRBOL DE LA SOMBRA,MUSIC OF AFINARTE,"GURROLA MARTINES, EDUARDO",100.00%,,false,
891360737,MONOS NEGROS,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
891360740,SOMOS ARRIEROS,SONGS OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
901733075,"MAS LOCO, EL",MELODIES OF AFINARTE,"DIAZ, BORJA GERARDO",100.00%,,false,
897302655,"PAYE, EL",MELODIES OF AFINARTE,"ONTIVEROS GASTELUM, JOSE ANGEL",100.00%,,false,
897302727,"QUE CALLA OTORGA, EL",MELODIES OF AFINARTE,"FELIX, ALEJANDRO PALOMARES",100.00%,,false,
905380550,UN ANO MAS,SONGS OF AFINARTE,"AMARO PEREZ, VICTOR EDUARDO/AMARO, MANUEL MOLINA",100.00%,,false,
901660439,EL 9 DE LA SUERTE,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
901390301,CABALLOS DE ORO,SONGS OF AFINARTE,"HAROS, PEDRO",100.00%,,false,
894930923,NO ESTA FACIL,MELODIES OF AFINARTE,"SAUCEDA, ANGEL",100.00%,,false,
897302433,SI ESTAS TRISTE,MELODIES OF AFINARTE,"SAUCEDA GASTELUM, ANGEL RENE",100.00%,,false,
899598725,"CAPITAN, EL",MELODIES OF AFINARTE,"GUZMAN SANCHEZ, JUAN LUIS",100.00%,,false,
901463811,CORRIDO DEL IDELFONSO,SONGS OF AFINARTE,"QUEZADA, IMANOL",100.00%,,false,
895179707,EL JEFE DE LAS CANAS,MUSIC OF AFINARTE,"RAMIREZ MIRANDA, RICARDO",100.00%,,false,
897293366,COMO QUISIERA,MELODIES OF AFINARTE,"ORDONEZ MONTENEGRO, JESUS ALBERT",100.00%,,false,
891360729,EL CORRIDO DEL CHOLO,MELODIES OF AFINARTE,"QUEZADA MANCHA, ALFONSO DE JESUS",100.00%,,false,
884473747,EL JINETE,SONGS OF AFINARTE,KANALES,100.00%,,false,
