MLC Song Code,Primary Title,ISWC,Member Song IDs,Artists,Party Id,Party Name,Party IPI,Party Role,Collectible Share,Chain of Title Id,Chain of Title Parent Id
QB0WCB,QUIERO VER AMANECER,,,LOS HIJOS DE MANUEL,13830206,"PEREZ, VICTOR EDUARDO",,Composer/Author,,3,
QB0WCB,QUIERO VER AMANECER,,,LOS HIJOS DE MANUEL,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
QB0WCB,QUIERO VER AMANECER,,,LOS HIJOS DE MANUEL,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
LE7XX0,LABERINTO,,,GRUPO NUEVA LIGA,14688738,"CERVANTES, ALEXANDER RAFAEL",,Composer/Author,,3,
LE7XX0,LABERINTO,,,GRUPO NUEVA LIGA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LE7XX0,LABERINTO,,,GRUPO NUEVA LIGA,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
NG3GSH,NOMAS PENSANDO EN TI,T3168351397,,INTELIGENCIA NORTENA | Inteligencia Nortena,4375026,"MIRANDA, RICARDO RAMIREZ",00785863480,Composer/Author,,2,
NG3GSH,NOMAS PENSANDO EN TI,T3168351397,,INTELIGENCIA NORTENA | Inteligencia Nortena,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
NG3GSH,NOMAS PENSANDO EN TI,T3168351397,,INTELIGENCIA NORTENA | Inteligencia Nortena,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
DC729C,DE HOJA EN HOJA,T3168014011,,Inteligencia Norteña,4374996,"MIRANDA, ROBERTO RAMIREZ",00785871678,Composer/Author,,2,
DC729C,DE HOJA EN HOJA,T3168014011,,Inteligencia Norteña,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
DC729C,DE HOJA EN HOJA,T3168014011,,Inteligencia Norteña,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
MH56IG,MAQUINA DEL TIEMPO,T3168351386,,INTELIGENCIA NORTENA | Inteligencia Nortena,4375026,"MIRANDA, RICARDO RAMIREZ",00785863480,Composer/Author,,2,
MH56IG,MAQUINA DEL TIEMPO,T3168351386,,INTELIGENCIA NORTENA | Inteligencia Nortena,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
MH56IG,MAQUINA DEL TIEMPO,T3168351386,,INTELIGENCIA NORTENA | Inteligencia Nortena,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
EC1TGS,ENSENANZA DE LOS VIEJOS,,,"EL FANTASMA, PEPE AGUILAR | El Fantasma",11095896,"GARCIA, ALEXANDER",00782546705,Composer/Author,,3,
EC1TGS,ENSENANZA DE LOS VIEJOS,,,"EL FANTASMA, PEPE AGUILAR | El Fantasma",4055894,"GURROLA MARTINES, EDUARDO",00744621837,Composer/Author,,4,
EC1TGS,ENSENANZA DE LOS VIEJOS,,,"EL FANTASMA, PEPE AGUILAR | El Fantasma",PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
EC1TGS,ENSENANZA DE LOS VIEJOS,,,"EL FANTASMA, PEPE AGUILAR | El Fantasma",P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
MA8NBI,ME PARECE UN CUENTO,T3174421724,,RUBEN SALAZAR,11746757,"SALAZAR ASTORGA, RUBEN",00360892642,Composer/Author,,2,
MA8NBI,ME PARECE UN CUENTO,T3174421724,,RUBEN SALAZAR,P077LY,RIGOLETTO MUSIC PUBLISHING,,Original Publisher,100.000,1,2
HVAESS,HOMBRE CABAL,T9203497830,,EL FANTASMA,11095896,"GARCIA, ALEXANDER",00782546705,Composer/Author,,2,
HVAESS,HOMBRE CABAL,T9203497830,,EL FANTASMA,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
HVAESS,HOMBRE CABAL,T9203497830,,EL FANTASMA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,3,1
MVBF9I,ME LLAMO RAFAEL,T9176218567,,EL FANTASMA | INTELIGENCIA NORTENA,11095896,"GARCIA, ALEXANDER",00782546705,Composer/Author,,2,
MVBF9I,ME LLAMO RAFAEL,T9176218567,,EL FANTASMA | INTELIGENCIA NORTENA,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
MVBF9I,ME LLAMO RAFAEL,T9176218567,,EL FANTASMA | INTELIGENCIA NORTENA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,3,1
VB23WE,VICENTE RAMIREZ,T9205191782,,CANELOS JRS,9090846,"RAMIREZ, JESUS LENIN COTA",00742599312,Composer/Author,,2,
VB23WE,VICENTE RAMIREZ,T9205191782,,CANELOS JRS,13029164,"RAMIREZ, JESUS LENIN",,Composer/Author,,3,
VB23WE,VICENTE RAMIREZ,T9205191782,,CANELOS JRS,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2|3
VB23WE,VICENTE RAMIREZ,T9205191782,,CANELOS JRS,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,4,1
EA44BP,EL ALEGRE,,,Impostores De Nuevo Leon | IMPOSTORES DE NUEVO LEON,14688739,"DAVILA, ALAN EDGARDO",,Composer/Author,,2,
EA44BP,EL ALEGRE,,,Impostores De Nuevo Leon | IMPOSTORES DE NUEVO LEON,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EA44BP,EL ALEGRE,,,Impostores De Nuevo Leon | IMPOSTORES DE NUEVO LEON,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
QA9VFJ,QUE PLAN QUE SHOW,,,LA CUADRILLA OFICIAL | La Cuadrilla Oficial,8236529,"REYES, FERNANDO",,Composer/Author,,3,
QA9VFJ,QUE PLAN QUE SHOW,,,LA CUADRILLA OFICIAL | La Cuadrilla Oficial,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
QA9VFJ,QUE PLAN QUE SHOW,,,LA CUADRILLA OFICIAL | La Cuadrilla Oficial,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
EC0Y2U,EL POLLO COYOTE,,,ALEMI BUSTOS | Alemi Bustos,13290198,"HURTADO, ALEMI",,Composer/Author,,3,
EC0Y2U,EL POLLO COYOTE,,,ALEMI BUSTOS | Alemi Bustos,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
EC0Y2U,EL POLLO COYOTE,,,ALEMI BUSTOS | Alemi Bustos,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
LF2YCP,LOS CONSEJOS DE LA VIDA,,,Los Dos De Tamaulipas | JONY RAMIREZ | LOS DOS DE TAMAULIPAS,14848697,"MALDONADO, JUAN RAMIREZ",01027762170,Composer/Author,,2,
LF2YCP,LOS CONSEJOS DE LA VIDA,,,Los Dos De Tamaulipas | JONY RAMIREZ | LOS DOS DE TAMAULIPAS,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
LF2YCP,LOS CONSEJOS DE LA VIDA,,,Los Dos De Tamaulipas | JONY RAMIREZ | LOS DOS DE TAMAULIPAS,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,3,1
DC3BAP,DOLARES DE A 100 Y BILLETES DE A 1000,,,Gerardo Diaz Y Su Gerarquia | GERARDO DIAZ Y SU GERARQUIA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,2,
DC3BAP,DOLARES DE A 100 Y BILLETES DE A 1000,,,Gerardo Diaz Y Su Gerarquia | GERARDO DIAZ Y SU GERARQUIA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
DC3BAP,DOLARES DE A 100 Y BILLETES DE A 1000,,,Gerardo Diaz Y Su Gerarquia | GERARDO DIAZ Y SU GERARQUIA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
EC0R9F,EL MUCHACHITO,,,Angel Sauceda | ANGEL SAUCEDA,13744158,"GASTELUM, ANGEL RENE SAUCEDA",01049176354,Composer/Author,,2,
EC0R9F,EL MUCHACHITO,,,Angel Sauceda | ANGEL SAUCEDA,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,2
EC0R9F,EL MUCHACHITO,,,Angel Sauceda | ANGEL SAUCEDA,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,3,1
VV82R6,VENGO A ACLARAR,T9208779515,,EL FANTASMA,11095896,"GARCIA, ALEXANDER",00782546705,Composer/Author,,2,
VV82R6,VENGO A ACLARAR,T9208779515,,EL FANTASMA,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
VV82R6,VENGO A ACLARAR,T9208779515,,EL FANTASMA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,3,1
VV82R8,VICENTE LIMON,T9203498786,,EL FANTASMA,11095896,"GARCIA, ALEXANDER",00782546705,Composer/Author,,2,
VV82R8,VICENTE LIMON,T9203498786,,EL FANTASMA,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
VV82R8,VICENTE LIMON,T9203498786,,EL FANTASMA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,3,1
EC0SAA,EL SCAR,,,LA CUADRILLA,15570190,"VALENZUELA, FERNANDO",00382436942,Composer/Author,,3,
EC0SAA,EL SCAR,,,LA CUADRILLA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC0SAA,EL SCAR,,,LA CUADRILLA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
EC0SAB,EL P8,,,Decision Efectiva | DECISION EFECTIVA,14412533,"CARO, RAFAEL COBIAN",00823332955,Composer/Author,,2,
EC0SAB,EL P8,,,Decision Efectiva | DECISION EFECTIVA,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
EC0SAB,EL P8,,,Decision Efectiva | DECISION EFECTIVA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,3,1
AE1REW,ALFREDO EL DE LA BARBA,,,El Bandolero Meno Sanchez | EL BANDOLERO MENO SANCHEZ,13029150,"MEDRANO, JOSE GUADALUPE",,Composer/Author,,3,
AE1REW,ALFREDO EL DE LA BARBA,,,El Bandolero Meno Sanchez | EL BANDOLERO MENO SANCHEZ,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
AE1REW,ALFREDO EL DE LA BARBA,,,El Bandolero Meno Sanchez | EL BANDOLERO MENO SANCHEZ,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
DC3BEF,DOLARES DE A 100,,,Oscar Alvarado | OSCAR ALVARADO,15570183,"GALVAN, OSCAR EDUARDO ALVARADO",00765797181,Composer/Author,,2,
DC3BEF,DOLARES DE A 100,,,Oscar Alvarado | OSCAR ALVARADO,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,2
DC3BEF,DOLARES DE A 100,,,Oscar Alvarado | OSCAR ALVARADO,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,3,1
EC18BZ,EL HT,,,LOS DOS CARNALES | Los Dos Carnales,12958553,"MANCHA, IMANOL",,Composer/Author,,3,
EC18BZ,EL HT,,,LOS DOS CARNALES | Los Dos Carnales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC18BZ,EL HT,,,LOS DOS CARNALES | Los Dos Carnales,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
SB7NZO,SIEMPRE ESTARAS,T3168351433,,INTELIGENCIA NORTENA | Inteligencia Nortena,4375026,"MIRANDA, RICARDO RAMIREZ",00785863480,Composer/Author,,2,
SB7NZO,SIEMPRE ESTARAS,T3168351433,,INTELIGENCIA NORTENA | Inteligencia Nortena,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
SB7NZO,SIEMPRE ESTARAS,T3168351433,,INTELIGENCIA NORTENA | Inteligencia Nortena,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,3,1
SB72DM,SE ME SOLTO EL HOCICO,,,Los Dos Carnales | LOS DOS CARNALES,9227011,"MARTINEZ, AARON",,Composer/Author,,3,
SB72DM,SE ME SOLTO EL HOCICO,,,Los Dos Carnales | LOS DOS CARNALES,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
SB72DM,SE ME SOLTO EL HOCICO,,,Los Dos Carnales | LOS DOS CARNALES,P077LY,RIGOLETTO MUSIC PUBLISHING,,Administrator,100.000,2,1
EVCFEU,EL FIRULAIS,T9280459316,,GERARDO DIAZ Y SU GERARQUIA,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer Writer,,2,
EVCFEU,EL FIRULAIS,T9280459316,,GERARDO DIAZ Y SU GERARQUIA,PL98MD,MUSIC OF AFINARTE,00817094629,Original Publisher,0.000,1,2
EVCFEU,EL FIRULAIS,T9280459316,,GERARDO DIAZ Y SU GERARQUIA,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,3,1
EC0Y0X,EL PEZ,,,JONY RAMIREZ | Jony Ramirez,14848697,"MALDONADO, JUAN RAMIREZ",01027762170,Composer/Author,,3,
EC0Y0X,EL PEZ,,,JONY RAMIREZ | Jony Ramirez,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC0Y0X,EL PEZ,,,JONY RAMIREZ | Jony Ramirez,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
EC0Y05,EL DOBLE R,,,LOS DOS DE TAMAULIPAS | Los Dos De Tamaulipas,13650464,"ZAPATA, ORLANDO",01051026907,Composer/Author,,3,
EC0Y05,EL DOBLE R,,,LOS DOS DE TAMAULIPAS | Los Dos De Tamaulipas,13650134,"ZAPATA, ROLANDO",01051027316,Composer/Author,,4,
EC0Y05,EL DOBLE R,,,LOS DOS DE TAMAULIPAS | Los Dos De Tamaulipas,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
EC0Y05,EL DOBLE R,,,LOS DOS DE TAMAULIPAS | Los Dos De Tamaulipas,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
NH2E9W,NO HAY REMEDIO,,,ANGEL SAUCEDA | Angel Sauceda,13744158,"GASTELUM, ANGEL RENE SAUCEDA",01049176354,Composer/Author,,3,
NH2E9W,NO HAY REMEDIO,,,ANGEL SAUCEDA | Angel Sauceda,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
NH2E9W,NO HAY REMEDIO,,,ANGEL SAUCEDA | Angel Sauceda,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
LE7DUT,LA BODEGA,,,LOS AUSTEROS DE DURANGO | Los Austeros De Durango,11899897,"GUZMAN SANCHEZ, JUAN LUIS",00831561647,Composer/Author,,3,
LE7DUT,LA BODEGA,,,LOS AUSTEROS DE DURANGO | Los Austeros De Durango,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
LE7DUT,LA BODEGA,,,LOS AUSTEROS DE DURANGO | Los Austeros De Durango,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
YD6H9Y,YA NO ME IMPORTAS,,,ANGEL SAUCEDA | Angel Sauceda,13744158,"GASTELUM, ANGEL RENE SAUCEDA",01049176354,Composer/Author,,3,
YD6H9Y,YA NO ME IMPORTAS,,,ANGEL SAUCEDA | Angel Sauceda,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
YD6H9Y,YA NO ME IMPORTAS,,,ANGEL SAUCEDA | Angel Sauceda,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
CC13OF,COMO TU,,,ANGEL SAUCEDA | Angel Sauceda,13744158,"GASTELUM, ANGEL RENE SAUCEDA",01049176354,Composer/Author,,3,
CC13OF,COMO TU,,,ANGEL SAUCEDA | Angel Sauceda,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
CC13OF,COMO TU,,,ANGEL SAUCEDA | Angel Sauceda,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
PJ05S6,PERLITA HERMOSA,,,EL BANDOLERO MENO SANCHEZ | El Bandolero Meno Sanchez,13029150,"MEDRANO, JOSE GUADALUPE",,Composer/Author,,3,
PJ05S6,PERLITA HERMOSA,,,EL BANDOLERO MENO SANCHEZ | El Bandolero Meno Sanchez,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
PJ05S6,PERLITA HERMOSA,,,EL BANDOLERO MENO SANCHEZ | El Bandolero Meno Sanchez,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
LE7DU3,LA BARATA,,,DECISION EFECTIVA | Decision Efectiva,14848696,"SALAZAR, JOHNY ADAIR VILLANUEVA",01117302210,Composer/Author,,3,
LE7DU3,LA BARATA,,,DECISION EFECTIVA | Decision Efectiva,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LE7DU3,LA BARATA,,,DECISION EFECTIVA | Decision Efectiva,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
EC0Y1P,EL REGRESO DE CHICO,,,"GERARDO DIAZ Y SU GERARQUIA, EL FANTASMA | Gerardo Diaz Y Su Gerarquia, El Fantasma",11816030," BORJA, GERARDO ",,Composer/Author,,3,
EC0Y1P,EL REGRESO DE CHICO,,,"GERARDO DIAZ Y SU GERARQUIA, EL FANTASMA | Gerardo Diaz Y Su Gerarquia, El Fantasma",PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
EC0Y1P,EL REGRESO DE CHICO,,,"GERARDO DIAZ Y SU GERARQUIA, EL FANTASMA | Gerardo Diaz Y Su Gerarquia, El Fantasma",P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
TB0GQJ,TAPANDO BOCAS,,,JONY RAMIREZ | Jony Ramirez,13524860,"MALDONADO, JUAN",,Composer/Author,,3,
TB0GQJ,TAPANDO BOCAS,,,JONY RAMIREZ | Jony Ramirez,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
TB0GQJ,TAPANDO BOCAS,,,JONY RAMIREZ | Jony Ramirez,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
GD8TF8,GRACIAS A TI,,,LOS DOS CARNALES | Los Dos Carnales,13345554,"QUEZADA, ALFONSO DE JESUS",00870476513,Composer/Author,,3,
GD8TF8,GRACIAS A TI,,,LOS DOS CARNALES | Los Dos Carnales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
GD8TF8,GRACIAS A TI,,,LOS DOS CARNALES | Los Dos Carnales,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
EC0Y1W,EL COMPA JUAN,,,JONY RAMIREZ | Jony Ramirez,14848697,"MALDONADO, JUAN RAMIREZ",01027762170,Composer/Author,,3,
EC0Y1W,EL COMPA JUAN,,,JONY RAMIREZ | Jony Ramirez,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC0Y1W,EL COMPA JUAN,,,JONY RAMIREZ | Jony Ramirez,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
PJ05TK,POR QUE NO ME ESPERASTE,,,ADRIANA RIOS | Adriana Rios,15056607,"ECHEVERRIA, ADRIANA ISABEL RIOS",01113815000,Composer/Author,,3,
PJ05TK,POR QUE NO ME ESPERASTE,,,ADRIANA RIOS | Adriana Rios,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
PJ05TK,POR QUE NO ME ESPERASTE,,,ADRIANA RIOS | Adriana Rios,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
MH39VB,ME QUEDE ESPERANDO,,,LOS DOS CARNALES | Los Dos Carnales,13345554,"QUEZADA, ALFONSO DE JESUS",00870476513,Composer/Author,,3,
MH39VB,ME QUEDE ESPERANDO,,,LOS DOS CARNALES | Los Dos Carnales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
MH39VB,ME QUEDE ESPERANDO,,,LOS DOS CARNALES | Los Dos Carnales,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
AE0EKM,ARTURO EL REY,,,GERARDO DIAZ Y SU GERARQUIA | Gerardo Diaz Y Su Gerarquia,11422900,"DIAZ BORJA, GERARDO",00845394311,Composer/Author,,3,
AE0EKM,ARTURO EL REY,,,GERARDO DIAZ Y SU GERARQUIA | Gerardo Diaz Y Su Gerarquia,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
AE0EKM,ARTURO EL REY,,,GERARDO DIAZ Y SU GERARQUIA | Gerardo Diaz Y Su Gerarquia,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
EC0Y15,EL CUERVO,,,LOS DOS CARNALES | Los Dos Carnales,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,3,
EC0Y15,EL CUERVO,,,LOS DOS CARNALES | Los Dos Carnales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC0Y15,EL CUERVO,,,LOS DOS CARNALES | Los Dos Carnales,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
DC0ZYU,DE BUENA MADERA,,,DECISION EFECTIVA | Decision Efectiva,14412534,"CARO, RAFAEL",,Composer/Author,,3,
DC0ZYU,DE BUENA MADERA,,,DECISION EFECTIVA | Decision Efectiva,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
DC0ZYU,DE BUENA MADERA,,,DECISION EFECTIVA | Decision Efectiva,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
FI7SXH,FROXTIX LA EMPRESA,,,LOS DOS CARNALES | Los Dos Carnales,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,3,
FI7SXH,FROXTIX LA EMPRESA,,,LOS DOS CARNALES | Los Dos Carnales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
FI7SXH,FROXTIX LA EMPRESA,,,LOS DOS CARNALES | Los Dos Carnales,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
CC2AP3,CALDERON,,,ALEMI BUSTOS | Alemi Bustos,13290198,"HURTADO, ALEMI",,Composer/Author,,3,
CC2AP3,CALDERON,,,ALEMI BUSTOS | Alemi Bustos,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
CC2AP3,CALDERON,,,ALEMI BUSTOS | Alemi Bustos,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
PJ05TV,PERMITEME,,,ANGEL SAUCEDA | Angel Sauceda,13744158,"GASTELUM, ANGEL RENE SAUCEDA",01049176354,Composer/Author,,3,
PJ05TV,PERMITEME,,,ANGEL SAUCEDA | Angel Sauceda,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
PJ05TV,PERMITEME,,,ANGEL SAUCEDA | Angel Sauceda,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
LE7DWC,LO QUE ES NOMAS,,,ANGEL SAUCEDA | Angel Sauceda,13744158,"GASTELUM, ANGEL RENE SAUCEDA",01049176354,Composer/Author,,3,
LE7DWC,LO QUE ES NOMAS,,,ANGEL SAUCEDA | Angel Sauceda,PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
LE7DWC,LO QUE ES NOMAS,,,ANGEL SAUCEDA | Angel Sauceda,P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
LE7DWK,LICHA,,,NICOLAS GARCIA | Nicolas Garcia,13771267,"GARCIA, NICOLAS",00735012771,Composer/Author,,3,
LE7DWK,LICHA,,,NICOLAS GARCIA | Nicolas Garcia,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
LE7DWK,LICHA,,,NICOLAS GARCIA | Nicolas Garcia,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
EC0Y2J,EL QUE QUIERO QUE ME QUIERA,,,ADRIANA RIOS | Adriana Rios,15056607,"ECHEVERRIA, ADRIANA ISABEL RIOS",01113815000,Composer/Author,,3,
EC0Y2J,EL QUE QUIERO QUE ME QUIERA,,,ADRIANA RIOS | Adriana Rios,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
EC0Y2J,EL QUE QUIERO QUE ME QUIERA,,,ADRIANA RIOS | Adriana Rios,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
FI7SXU,FAMILIA Y PARIENTES,,,"LOS DOS DE TAMAULIPAS | Los Dos De Tamaulipas, Alemi Bustos",14623548,"HURTADO, ALEMI BUSTOS",01067193059,Composer/Author,,3,
FI7SXU,FAMILIA Y PARIENTES,,,"LOS DOS DE TAMAULIPAS | Los Dos De Tamaulipas, Alemi Bustos",PA39UA,MELODIES OF AFINARTE,00807953316,Original Publisher,0.000,1,
FI7SXU,FAMILIA Y PARIENTES,,,"LOS DOS DE TAMAULIPAS | Los Dos De Tamaulipas, Alemi Bustos",P117Z9,MELODIES OF RIGOLETTO MUSIC PUBLISHING,01036461187,Administrator,100.000,2,1
CC2AQZ,CHULOS OJOTES,,,LOS DOS CARNALES | Los Dos Carnales,13345554,"QUEZADA, ALFONSO DE JESUS",00870476513,Composer/Author,,3,
CC2AQZ,CHULOS OJOTES,,,LOS DOS CARNALES | Los Dos Carnales,12647601,"QUEZADA, IMANOL",00870520350,Composer/Author,,4,
CC2AQZ,CHULOS OJOTES,,,LOS DOS CARNALES | Los Dos Carnales,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
CC2AQZ,CHULOS OJOTES,,,LOS DOS CARNALES | Los Dos Carnales,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
AE0ELX,AMAS MAS A TU EX,,,DECISION EFECTIVA | Decision Efectiva,14848696,"SALAZAR, JOHNY ADAIR VILLANUEVA",01117302210,Composer/Author,,3,
AE0ELX,AMAS MAS A TU EX,,,DECISION EFECTIVA | Decision Efectiva,P003TP,SONGS OF AFINARTE,00817874992,Original Publisher,0.000,1,
AE0ELX,AMAS MAS A TU EX,,,DECISION EFECTIVA | Decision Efectiva,P206D7,SONGS OF RIGOLETTO MUSIC PUBLISHING,01050464001,Administrator,100.000,2,1
